Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,FL,Florida,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,570",73.1,71.1,75.1,"3,375",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,12,BO1,CAT1,_RFPAP32,RESP046,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,039",26.9,24.9,28.9,"3,376",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,12,BO1,CAT1,_RFPAP32,RESP054,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,Overall,Overall,"1,856",79.5,77.3,81.6,"3,419",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,12,BO1,CAT1,_RFPAP33,RESP188,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,Overall,Overall,448,20.5,18.4,22.7,"3,420",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,12,BO1,CAT1,_RFPAP33,RESP189,"(28.932040377000476, -81.92896053899966)"
2014,GA,Georgia,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,646,16.1,14.6,17.5,"3,497",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,13,BO1,CAT1,_RFBLDS2,RESP046,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"3,099",83.9,82.5,85.4,"3,498",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,13,BO1,CAT1,_RFBLDS2,RESP054,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,Overall,Overall,329,10.3,8.9,11.6,"3,537",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,13,BO1,CAT1,_RFBLDS3,RESP190,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,Overall,Overall,"2,720",89.7,88.4,91.1,"3,538",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,13,BO1,CAT1,_RFBLDS3,RESP191,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,803",69.8,67.8,71.8,"3,577",%,Crude Prevalence,,,BRFSS,CLASS04,Topic52,13,BO1,CAT1,_RFSIGM2,RESP046,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,022",30.2,28.2,32.2,"3,578",%,Crude Prevalence,,,BRFSS,CLASS04,Topic52,13,BO1,CAT1,_RFSIGM2,RESP054,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,Overall,Overall,"2,112",66.4,64.2,68.7,"3,617",%,Crude Prevalence,,,BRFSS,CLASS04,Topic64,13,BO1,CAT1,_CRCREC,RESP192,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,Overall,Overall,893,33.6,31.3,35.8,"3,618",%,Crude Prevalence,,,BRFSS,CLASS04,Topic64,13,BO1,CAT1,_CRCREC,RESP193,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Demographics,Age,What is your age?,18-24 years,Overall,Overall,330,13.6,12.2,15.1,"1,347",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,13,BO1,CAT1,AGE,RESP010,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Demographics,Age,What is your age?,25-34 years,Overall,Overall,553,17.8,16.3,19.3,"1,348",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,13,BO1,CAT1,AGE,RESP011,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Demographics,Age,What is your age?,35-44 years,Overall,Overall,736,17.9,16.5,19.3,"1,349",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,13,BO1,CAT1,AGE,RESP012,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Demographics,Age,What is your age?,45-54 years,Overall,Overall,"1,086",18.4,17.1,19.6,"1,350",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,13,BO1,CAT1,AGE,RESP013,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Demographics,Age,What is your age?,55-64 years,Overall,Overall,"1,457",15.7,14.7,16.7,"1,351",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,13,BO1,CAT1,AGE,RESP014,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Demographics,Age,What is your age?,65+ years,Overall,Overall,"2,189",16.6,15.7,17.4,"1,352",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,13,BO1,CAT1,AGE,RESP015,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"5,563",79.1,77.5,80.7,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,13,BO1,CAT1,HLTHPLN1,RESP046,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,761,20.9,19.3,22.5,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,13,BO1,CAT1,HLTHPLN1,RESP054,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"3,338",75,73.1,76.9,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,13,BO1,CAT1,_HCVU651,RESP046,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,726,25,23.1,26.9,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,13,BO1,CAT1,_HCVU651,RESP054,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,149",54.7,52,57.4,"3,047",%,Crude Prevalence,,,BRFSS,CLASS11,Topic26,13,BO1,CAT1,_FLSHOT6,RESP046,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,Overall,Overall,920,45.3,42.6,48,"3,048",%,Crude Prevalence,,,BRFSS,CLASS11,Topic26,13,BO1,CAT1,_FLSHOT6,RESP054,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,357",65.2,62.6,67.9,"3,085",%,Crude Prevalence,,,BRFSS,CLASS11,Topic46,13,BO1,CAT1,_PNEUMO2,RESP046,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,Overall,Overall,654,34.8,32.1,37.4,"3,086",%,Crude Prevalence,,,BRFSS,CLASS11,Topic46,13,BO1,CAT1,_PNEUMO2,RESP054,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,358,19.3,17,21.5,"1,168",%,Crude Prevalence,,,BRFSS,CLASS13,Topic04,13,BO1,CAT1,_ALTETH2,RESP046,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,694",80.7,78.5,83,"1,169",%,Crude Prevalence,,,BRFSS,CLASS13,Topic04,13,BO1,CAT1,_ALTETH2,RESP054,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,890,46.4,43.2,49.5,"3,457",%,Crude Prevalence,,,BRFSS,CLASS16,Topic47,13,BO1,CAT1,_RFPSA21,RESP046,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,766,53.6,50.5,56.8,"3,458",%,Crude Prevalence,,,BRFSS,CLASS16,Topic47,13,BO1,CAT1,_RFPSA21,RESP054,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,Overall,Overall,"1,482",79.9,77.5,82.3,"3,333",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,13,BO1,CAT1,_MAM5021,RESP186,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,Overall,Overall,376,20.1,17.7,22.5,"3,334",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,13,BO1,CAT1,_MAM5021,RESP187,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,895",78.6,76.4,80.7,"3,295",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,13,BO1,CAT1,_MAM502Y,RESP046,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,519,21.4,19.3,23.6,"3,296",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,13,BO1,CAT1,_MAM502Y,RESP054,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,240",75.5,73.3,77.7,"3,255",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,13,BO1,CAT1,_RFMAM2Y,RESP046,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,646,24.5,22.3,26.7,"3,256",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,13,BO1,CAT1,_RFMAM2Y,RESP054,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,686",79.2,76.8,81.5,"3,371",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,13,BO1,CAT1,_RFPAP32,RESP046,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,Overall,Overall,480,20.9,18.5,23.2,"3,372",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,13,BO1,CAT1,_RFPAP32,RESP054,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,Overall,Overall,"1,311",84.7,82.4,87,"3,415",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,13,BO1,CAT1,_RFPAP33,RESP188,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,Overall,Overall,252,15.3,13,17.6,"3,416",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,13,BO1,CAT1,_RFPAP33,RESP189,"(32.83968109300048, -83.62758034599966)"
2014,HI,Hawaii,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,989,24.4,22.6,26.2,"3,498",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,15,BO1,CAT1,_RFBLDS2,RESP046,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"2,991",75.6,73.8,77.4,"3,499",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,15,BO1,CAT1,_RFBLDS2,RESP054,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,Overall,Overall,622,18.3,16.5,20.1,"3,538",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,15,BO1,CAT1,_RFBLDS3,RESP190,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,Overall,Overall,"2,674",81.7,79.9,83.5,"3,539",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,15,BO1,CAT1,_RFBLDS3,RESP191,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,687",65.7,63.6,67.9,"3,578",%,Crude Prevalence,,,BRFSS,CLASS04,Topic52,15,BO1,CAT1,_RFSIGM2,RESP046,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,330",34.3,32.1,36.4,"3,579",%,Crude Prevalence,,,BRFSS,CLASS04,Topic52,15,BO1,CAT1,_RFSIGM2,RESP054,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,Overall,Overall,"2,227",69.5,67.2,71.8,"3,618",%,Crude Prevalence,,,BRFSS,CLASS04,Topic64,15,BO1,CAT1,_CRCREC,RESP192,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,Overall,Overall,971,30.5,28.2,32.8,"3,619",%,Crude Prevalence,,,BRFSS,CLASS04,Topic64,15,BO1,CAT1,_CRCREC,RESP193,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Age,What is your age?,18-24 years,Overall,Overall,546,11.9,10.7,13.1,"1,347",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,15,BO1,CAT1,AGE,RESP010,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Age,What is your age?,25-34 years,Overall,Overall,906,18,16.6,19.5,"1,348",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,15,BO1,CAT1,AGE,RESP011,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Age,What is your age?,35-44 years,Overall,Overall,889,16.1,14.8,17.4,"1,349",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,15,BO1,CAT1,AGE,RESP012,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Age,What is your age?,45-54 years,Overall,Overall,"1,148",16.6,15.3,17.8,"1,350",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,15,BO1,CAT1,AGE,RESP013,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Age,What is your age?,55-64 years,Overall,Overall,"1,608",16.8,15.7,17.9,"1,351",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,15,BO1,CAT1,AGE,RESP014,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Age,What is your age?,65+ years,Overall,Overall,"2,150",20.6,19.4,21.7,"1,352",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,15,BO1,CAT1,AGE,RESP015,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"6,697",91.9,91,92.9,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,15,BO1,CAT1,HLTHPLN1,RESP046,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,534,8.1,7.1,9,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,15,BO1,CAT1,HLTHPLN1,RESP054,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"4,510",90.2,89,91.5,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,15,BO1,CAT1,_HCVU651,RESP046,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,493,9.8,8.6,11,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,15,BO1,CAT1,_HCVU651,RESP054,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,246",65.5,62.6,68.3,"3,050",%,Crude Prevalence,,,BRFSS,CLASS11,Topic26,15,BO1,CAT1,_FLSHOT6,RESP046,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,Overall,Overall,792,34.5,31.7,37.4,"3,051",%,Crude Prevalence,,,BRFSS,CLASS11,Topic26,15,BO1,CAT1,_FLSHOT6,RESP054,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,188",64.6,61.5,67.7,"3,088",%,Crude Prevalence,,,BRFSS,CLASS11,Topic46,15,BO1,CAT1,_PNEUMO2,RESP046,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,Overall,Overall,703,35.4,32.3,38.5,"3,089",%,Crude Prevalence,,,BRFSS,CLASS11,Topic46,15,BO1,CAT1,_PNEUMO2,RESP054,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,131,6.5,4.9,8.1,"1,169",%,Crude Prevalence,,,BRFSS,CLASS13,Topic04,15,BO1,CAT1,_ALTETH2,RESP046,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,942",93.5,91.9,95.1,"1,170",%,Crude Prevalence,,,BRFSS,CLASS13,Topic04,15,BO1,CAT1,_ALTETH2,RESP054,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,835,35.4,32.7,38.1,"3,458",%,Crude Prevalence,,,BRFSS,CLASS16,Topic47,15,BO1,CAT1,_RFPSA21,RESP046,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,360",64.6,61.9,67.3,"3,459",%,Crude Prevalence,,,BRFSS,CLASS16,Topic47,15,BO1,CAT1,_RFPSA21,RESP054,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,Overall,Overall,"1,324",83.7,81.3,86.2,"3,335",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,15,BO1,CAT1,_MAM5021,RESP186,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,Overall,Overall,332,16.3,13.8,18.7,"3,336",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,15,BO1,CAT1,_MAM5021,RESP187,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,660",81.2,78.8,83.6,"3,298",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,15,BO1,CAT1,_MAM502Y,RESP046,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,489,18.8,16.4,21.2,"3,299",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,15,BO1,CAT1,_MAM502Y,RESP054,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,981",78.8,76.5,81.1,"3,258",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,15,BO1,CAT1,_RFMAM2Y,RESP046,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,624,21.2,18.9,23.5,"3,259",%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,15,BO1,CAT1,_RFMAM2Y,RESP054,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,034",71.6,69.1,74.1,"3,372",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,15,BO1,CAT1,_RFPAP32,RESP046,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,Overall,Overall,782,28.4,25.9,30.9,"3,373",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,15,BO1,CAT1,_RFPAP32,RESP054,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,Overall,Overall,"1,591",78.1,75.5,80.8,"3,416",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,15,BO1,CAT1,_RFPAP33,RESP188,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,Overall,Overall,419,21.9,19.2,24.5,"3,417",%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,15,BO1,CAT1,_RFPAP33,RESP189,"(21.304850435000446, -157.85774940299973)"
2014,ID,Idaho,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,335,9.7,8.3,11,"3,467",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,16,BO1,CAT1,_RFBLDS2,RESP046,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"3,023",90.4,89,91.7,"3,468",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,16,BO1,CAT1,_RFBLDS2,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,Overall,Overall,163,5.8,4.6,7,"3,506",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,16,BO1,CAT1,_RFBLDS3,RESP190,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,Overall,Overall,"2,522",94.2,93,95.4,"3,507",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,16,BO1,CAT1,_RFBLDS3,RESP191,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,304",66.4,64.2,68.6,"3,545",%,Crude Prevalence,,,BRFSS,CLASS04,Topic52,16,BO1,CAT1,_RFSIGM2,RESP046,"(43.682630005000476, -114.3637300419997)"
